doc_section;SKU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_teh_3.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_Tehnica_DS-7204HQHI-M1S_EN.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div></div></div>";KIT4HIKFHD80-S
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div></div></div>";SAF-4X2MPLED-POE-1TB
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_26.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_DVR_DS-7204HUHI-K1-P.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div></div></div>";KIT4X5MP80ACC-HIK
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/manual_sirena_Heyi_romana.pdf"" target=""_blank"">
  Manual de utilizare (RO)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DAHUAXVRUSER_3.pdf"" target=""_blank"">
  GHID DE UTILIZARE DVR Dahua
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_HAC-HFW1800THP-I8-0360B_1.pdf"" target=""_blank"">
  Fisa tehnica HAC-HFW1800THP-I8-0360B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/manual_de_utilizare_DVR_DAHUA_RO_3.pdf"" target=""_blank"">
  Manual de utilizare DVR_DAHUA_RO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/XVR7104HE-4K-I2_fisa_tehnica_1.pdf"" target=""_blank"">
  Fisa tehnica XVR7104HE-4K-I2 (EN)
</a></div></div></div>";KIT4X5MPEXT-DAH-I2
;KIT4DHFHD80-TW
;KITIP-4X-4MP420HDD
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div></div></div>";KITSAF4FHDE
;KIT-DAH8EFHD
;KITIP-4X-2MP2830HDDPOE
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/GuardTool_1103-B0011P05_IN_.zip"" target=""_blank"">
  Guard Tool Utility Software
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Guard_Player-B1111.1.1.0_IN_.zip"" target=""_blank"">
  Guard Player
</a></div><div><!--  --></div></div></div>";KITIP4EXTFHD
;KITIP-4X-4MP420HDDPOE
;KITIP-4X-2MP2830POE
;SAF-4X5MPIR80ACC-2TBS
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ManualSAFERXVR.pdf"" target=""_blank"">
  Manual de utilizare DVR SAFER
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DECLARATIE_DE_CONFORMITATE_DVR.pdf"" target=""_blank"">
  Declaratie conformitate DVR Safer
</a></div></div></div>";KIT8FHD-DAH-TW
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div></div></div>";KITIP4EXT2K
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div></div></div>";KITSAF-4X-8MP28I20-ACC-HDD
;KITIP-4X-4MP420POE
;KIT4EDHFHD80
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div></div></div>";KITSAF-8X-8MP28I20
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_27.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_DVR_XVR5104HS-I3_recunoastere_faciala_2mp_5m-n_detectare_miscare_aplicatie_control_mobila_dahua.pdf"" target=""_blank"">
  Fisa tehnica pentru XVR5104HS-I3
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
   Descarca aplicatia pentru mobil DMSS - Android
</a></div></div></div>";KIT-DAH-1080-80-I3-COMPLET
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";KITSAF-4X-5MP28IL40ACC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div></div></div>";KIT4IPSAFERINT
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
   Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";KIT4IPEXT2MP
;KITIP-4X-4MP2830POE-A
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DAHUAXVRUSER.pdf"" target=""_blank"">
  Ghid de utilizare DVR in Romana
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/manual_de_utilizare_DVR_DAHUA_RO.pdf"" target=""_blank"">
  Manual de utilizare DVR DAHUA (RO)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ghid_rapid_dahua_RO.pdf"" target=""_blank"">
  Ghid rapid DAHUA (RO)
</a></div></div></div>";KITEXT5MPF-DAH-ACC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/hik-connect/id1087803190"" target=""_blank"">
  Descarca HIK-CONNECT -iOS(APPLE)
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.connect.enduser&hl=ro"" target=""_blank"">
  Descarca HIK-CONNECT -ANDROID
</a></div></div></div>";HIK-4E28-1TB-SHQ-TW
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
   Descarca aplicatia pentru mobil DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
   Descarca aplicatia pentru mobil DMSS - Android
</a></div></div></div>";KIT-DAH-5MP-30-I3-ACC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";KITSAF-8X-5MP28I40
;KIT4DHFHD80-TW-1
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";KITSAF-4X-5MP28I40ACCHDD
;KITINT-4X-5MP28I20-ACC-HDD
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DAHUAXVRUSER.pdf"" target=""_blank"">
  Ghid de utilizare DVR in Romana
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_DVR_Dahua_DH-XVR5104HS-4KL-I2.pdf"" target=""_blank"">
  Fisa tehnica pentru XVR5104HS-4KL-I2 in Romana
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ghid_rapid_dahua_RO.pdf"" target=""_blank"">
  Ghid rapid DAHUA (RO)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_DVR_4K_i3_de_la_Dahua_XVR5104HS-4KL-I3_1.pdf"" target=""_blank"">
  Fisa Tehnica XVR5104HS-4KL-I3 (EN)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_47_1.pdf"" target=""_blank"">
  Fisa tehnica HAC-HFW1500TL-A-036 (EN)
</a></div></div></div>";KIT4X5MP80IR-SAF-10A-TW
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";KIT-4EXTDVRI3ACC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
   Descarca aplicatia pentru mobil DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";KIT4I22-2TB-TW-DH
;KITSAF4X5MP80F36-A-ACCHD
;KIT2MPEXT-SAF-ACC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_camera_de_supraveghere_SAF-PRO-BM5MP40F28.pdf"" target=""_blank"">
  Fisa tehnica pentru camera SAF-PRO-BM5MP40F28
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa-tehnica-dvr-DS-7104HUHI-K1_S_.pdf"" target=""_blank"">
  Fisa tehnica DS-7104HUHI-K1(S)
</a></div></div></div>";KIT4X5MP40IR-HIK-15A
;KITHIK4X-5MP4028-2TB
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><!--  --></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
   Descarca aplicatia pentru mobil DMSS - Android
</a></div></div></div>";KIT-DAH-1080-80-I3-ACC
;XVR8X2MP-LED-ACC-HDD
;KIT-4C2M40-XVR-ACC-DAH
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_teh_3.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-7104HQHI-K1_S_.pdf"" target=""_blank"">
  Fisa tehnica DS-7104HQHI-K1(S)
</a></div></div></div>";KIT4HIKFHD80
;KITIP-4X-4MP420
;KITIP-4X-2MP2830POE-2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/guard-viewer/id1026746566"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (APPLE)
</a></div><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.app.phone.mobileez4view&hl=ro&gl=US"" target=""_blank"">
  Descarca aplicatia GUARDVIEWER (ANDROID)
</a></div></div></div>";SAF-4X2MPLED-POE
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.mm.android.DMSS"" target=""_blank"">
  Descarca aplicatia DMSS - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/dmss/id1493268178"" target=""_blank"">
  Descarca aplicatia pentru mobil DMSS - iOS
</a></div></div></div>";DH-4XB1A21-1TB
